program_idx,file_path,idx,src,dst,src_code,dst_code,reason,offset,sa_lb_direct,sa_lb,da_lb,dst_name_match,dst_funcname,actual_lb,actual_lb_trans,is_static,src_class,mvs,src_ancestors,src_descendants,dst_class,dst_ancestors,dst_descendants
33,../replication_package/raw_data/url088e9d87be_jpush_jpush_java_library_tgz-pJ8-cn_jpush_example_JPushClientExampleJ8/wala0cfa.csv,4419,cn/jpush/api/StringUtils.toMD5:(Ljava/lang/String;)Ljava/lang/String;,com/google/gson/internal/StringMap.get:(Ljava/lang/Object;)Ljava/lang/Object;,"public static String toMD5(String origin) {
    String resultString = null;
    try {
        resultString = new String(origin);
        MessageDigest md = MessageDigest.getInstance(""MD5"");
        resultString = byteArrayToHexString(md.digest(resultString.getBytes()));
    } catch (Exception ex) {
        ex.printStackTrace();
    }
    return resultString;
}","class StringMap { Object get ( Object a0, ) { return Object1; }",trans,19,0,1,0,FALSE,get,0,0,1,cn.jpush.api.StringUtils,,[],[],com.google.gson.internal.StringMap,,
33,../replication_package/raw_data/url088e9d87be_jpush_jpush_java_library_tgz-pJ8-cn_jpush_example_JPushClientExampleJ8/wala0cfa.csv,11573,cn/jpush/api/ValidateRequestParams.vidateParams:(Lcn/jpush/api/MessageParams;)Lcn/jpush/api/MessageResult;,cn/jpush/api/MessageParams.getReceiverValue:()Ljava/lang/String;,"public static MessageResult vidateParams(MessageParams params) {
    if (null == params.getAppKey() || """".equals(params.getAppKey()) || params.getAppKey().length() != 24 || pattern.matcher(params.getAppKey()).find()) {
        return new MessageResult(sendNo, ErrorCodeEnum.MissingRequiredParameters.value(), ""app_key format is error."");
    }
    if (null == params.getMasterSecret() || """".equals(params.getMasterSecret()) || params.getMasterSecret().length() != 24) {
        return new MessageResult(sendNo, ErrorCodeEnum.ValidateFailed.value(), ""Failed to verify the request. (verification_code is incorrect)."");
    }
    if (params.getSendNo() < 1) {
        return new MessageResult(sendNo, ErrorCodeEnum.InvalidParameter.value(), ""sendno value is error, (1-4294967295)."");
    }
    if (params.getReceiverType().value() == ReceiverTypeEnum.TAG.value() && params.getReceiverValue().split("","").length > 10) {
        return new MessageResult(sendNo, ErrorCodeEnum.InvalidParameter.value(), ""exceed maximum of 10 tags."");
    }
    if (params.getReceiverType().value() == ReceiverTypeEnum.ALIAS.value() && params.getReceiverValue().split("","").length > 1000) {
        return new MessageResult(sendNo, ErrorCodeEnum.InvalidParameter.value(), ""exceed maximum of 1000 alias."");
    }
    return null;
}","public String getReceiverValue() {
    return this.receiverValue;
}",invocation_same_class,156,1,1,0,TRUE,getReceiverValue,1,1,1,cn.jpush.api.ValidateRequestParams,,[],[],cn.jpush.api.MessageParams,[],[cn.jpush.api.CustomMessageParams][cn.jpush.api.NotifyMessageParams]
33,../replication_package/raw_data/url088e9d87be_jpush_jpush_java_library_tgz-pJ8-cn_jpush_example_JPushClientExampleJ8/wala0cfa.csv,11913,cn/jpush/api/JPushClient.sendCustomMessage:(Lcn/jpush/api/CustomMessageParams;ILjava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/util/Map;)Lcn/jpush/api/MessageResult;,cn/jpush/api/CustomMessageParams.getMsgContent:()Lcn/jpush/api/CustomMessageParams$CustomMsgContent;,"protected MessageResult sendCustomMessage(CustomMessageParams p, int sendNo, String msgTitle, String msgContent, String msgContentType, Map<String, Object> extra) {
    if (null != msgContentType) {
        p.getMsgContent().setContentType(msgContentType);
    }
    if (null != extra) {
        p.getMsgContent().setExtra(extra);
    }
    return sendMessage(p, sendNo, msgTitle, msgContent);
}",class CustomMessageParams { CustomMsgContent getMsgContent ( ) { return CustomMsgContent1; },invocation_same_class,7,1,1,0,TRUE,getMsgContent,1,1,0,cn.jpush.api.JPushClient,protected static cn.jpush.api.HttpPostClient httpClient;,[cn.jpush.api.BaseClient],[],cn.jpush.api.CustomMessageParams,[cn.jpush.api.MessageParams],[]
34,../replication_package/raw_data/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/wala0cfa.csv,12,tui/Driver.createAndShowGUI:(Ldarwin/problemObject/Output;[Ldarwin/population/Individual;[Ljava/lang/Object;)V,glass/drawing/Picture.paint:(Ljava/awt/Graphics;)V,"private static void createAndShowGUI(Output output, Individual[] individuals, Object[] environments) {
    JFrame frame = new JFrame(""Best Individual Outputs"");
    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
    JTabbedPane tabs = new JTabbedPane();
    tabs.setPreferredSize(new Dimension(800, 600));
    for (int i = 0; i < individuals.length; i++) {
        JComponent comp = output.getOutput(individuals[i], environments[i]);
        JScrollPane scroll = new JScrollPane(comp);
        scroll.setHorizontalScrollBarPolicy(JScrollPane.HORIZONTAL_SCROLLBAR_ALWAYS);
        scroll.setVerticalScrollBarPolicy(JScrollPane.VERTICAL_SCROLLBAR_ALWAYS);
        tabs.addTab(""Population "" + i, scroll);
    }
    frame.getContentPane().add(tabs);
    frame.pack();
    frame.setVisible(true);
}","public void paint(Graphics g) {
    int width = getWidth();
    int height = getHeight();
    for (double x = 0; x < width; x++) {
        for (double y = 0; y < height; y++) {
            Point2D.Double p = new Point2D.Double(x / (width - 1), y / (height - 1));
            Color color = shapes.getPointColor(p);
            g.setColor(color);
            g.drawRect((int) x, (int) y, 1, 1);
        }
    }
}",listener,6,0,1,0,FALSE,paint,0,1,1,tui.Driver,,[],[],glass.drawing.Picture,[javax.swing.JComponent],[]
34,../replication_package/raw_data/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/wala0cfa.csv,13,tui/Driver.createAndShowGUI:(Ldarwin/problemObject/Output;[Ldarwin/population/Individual;[Ljava/lang/Object;)V,darwin/problemObject/Processable.toString:()Ljava/lang/String;,"private static void createAndShowGUI(Output output, Individual[] individuals, Object[] environments) {
    JFrame frame = new JFrame(""Best Individual Outputs"");
    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
    JTabbedPane tabs = new JTabbedPane();
    tabs.setPreferredSize(new Dimension(800, 600));
    for (int i = 0; i < individuals.length; i++) {
        JComponent comp = output.getOutput(individuals[i], environments[i]);
        JScrollPane scroll = new JScrollPane(comp);
        scroll.setHorizontalScrollBarPolicy(JScrollPane.HORIZONTAL_SCROLLBAR_ALWAYS);
        scroll.setVerticalScrollBarPolicy(JScrollPane.VERTICAL_SCROLLBAR_ALWAYS);
        tabs.addTab(""Population "" + i, scroll);
    }
    frame.getContentPane().add(tabs);
    frame.pack();
    frame.setVisible(true);
}","public String toString() {
    String name = getClass().getName();
    return name.substring(name.lastIndexOf('.') + 1);
}",tostring_not_found_trans,6,0,1,0,FALSE,toString,0,0,1,tui.Driver,,[],[],darwin.problemObject.Processable,,
34,../replication_package/raw_data/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/wala0cfa.csv,36,darwin/geneticOperation/NodeReplacementMutation.performOperation:([Ldarwin/population/Individual;IZ)[Ldarwin/population/Individual;,darwin/problemObject/DefaultNodeFactory.getNode:(Ldarwin/nodeFilter/Filter;)Ldarwin/population/Node;,"@Override
public Individual[] performOperation(Individual[] inputs, int maxSize, boolean function) throws UnableToPerformOperationException {
    Individual father = inputs[0];
    List<Node> yList = father.filterTrees(new All());
    int random = (int) (Math.random() * yList.size());
    Node yChromosome = yList.get(random);
    Class<?> expectedType = yChromosome.getExpectedType();
    Class<?>[] childTypes = new Class<?>[yChromosome.getArity()];
    for (int i = 0; i < yChromosome.getArity(); i++) childTypes[i] = yChromosome.getChildNode(i).getReturnType();
    Node replacement;
    try {
        replacement = nodeFactory.getNode(new Signature(expectedType, childTypes));
    } catch (NoAvailableNodeException e) {
        e.printStackTrace();
        replacement = null;
    }
    Node[] childNodes = yChromosome.getChildNodes();
    try {
        for (int i = 0; i < childNodes.length; i++) replacement.setChildNode(i, childNodes[i]);
        yChromosome.replace(replacement);
    } catch (TypeMismatchException e) {
        e.printStackTrace();
    }
    return new Individual[] { father };
}","public Node getNode(Filter filter) throws NoAvailableNodeException {
    List<NodeType> available = getAvailableNodes();
    ArrayList<NodeType> accepted = new ArrayList<NodeType>();
    for (NodeType current : available) if (filter.accept(current))
        accepted.add(current);
    if (accepted.size() == 0)
        throw new NoAvailableNodeException();
    int choice = (int) (Math.random() * accepted.size());
    NodeType pick = accepted.get(choice);
    return new Node(pick);
}",invocation_polymorphism,114,1,1,0,TRUE,getNode,1,1,0,darwin.geneticOperation.NodeReplacementMutation,,[darwin.geneticOperation.GeneticOperation],[],darwin.problemObject.DefaultNodeFactory,[darwin.problemObject.NodeFactory],[darwInvest.NodeFactory][glass.NodeFactory][imageCompression.NodeFactory][symbolicRegression.NodeFactory]
34,../replication_package/raw_data/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/wala0cfa.csv,50,darwin/population/Individual.clone:()Ldarwin/population/Individual;,darwin/population/Individual.setTree:(ILdarwin/population/Node;)V,"public Individual clone() {
    Individual individual = new Individual(treeTypes);
    for (int i = 0; i < treeTypes.length; i++) try {
        Node clonedTree = trees[i].cloneSubtree();
        individual.setTree(i, clonedTree);
    } catch (TypeMismatchException e) {
        e.printStackTrace();
        return null;
    }
    return individual;
}","public void setTree(int index, Node tree) throws TypeMismatchException {
    if (treeTypes[index].isAssignableFrom(tree.getReturnType())) {
        trees[index] = tree;
        trees[index].setGrandParent(this, index);
    } else
        throw new TypeMismatchException();
}",invocation_new,36,1,1,0,TRUE,setTree,1,1,0,darwin.population.Individual,"darwin.population.Node[] trees;, java.lang.Class<?>[] treeTypes;",[java.io.Serializable],[],darwin.population.Individual,[java.io.Serializable],[]
35,../replication_package/raw_data/url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/wala0cfa.csv,92,org/json/HTTP.toString:(Lorg/json/JSONObject;)Ljava/lang/String;,org/json/JSONObject.getString:(Ljava/lang/String;)Ljava/lang/String;,"public static String toString(JSONObject o) throws JSONException {
    Iterator keys = o.keys();
    String s;
    StringBuffer sb = new StringBuffer();
    if (o.has(""Status-Code"") && o.has(""Reason-Phrase"")) {
        sb.append(o.getString(""HTTP-Version""));
        sb.append(' ');
        sb.append(o.getString(""Status-Code""));
        sb.append(' ');
        sb.append(o.getString(""Reason-Phrase""));
    } else if (o.has(""Method"") && o.has(""Request-URI"")) {
        sb.append(o.getString(""Method""));
        sb.append(' ');
        sb.append('""');
        sb.append(o.getString(""Request-URI""));
        sb.append('""');
        sb.append(' ');
        sb.append(o.getString(""HTTP-Version""));
    } else {
        throw new JSONException(""Not enough material for an HTTP header."");
    }
    sb.append(CRLF);
    while (keys.hasNext()) {
        s = keys.next().toString();
        if (!s.equals(""HTTP-Version"") && !s.equals(""Status-Code"") && !s.equals(""Reason-Phrase"") && !s.equals(""Method"") && !s.equals(""Request-URI"") && !o.isNull(s)) {
            sb.append(s);
            sb.append("": "");
            sb.append(o.getString(s));
            sb.append(CRLF);
        }
    }
    sb.append(CRLF);
    return sb.toString();
}","public String getString(String key) throws JSONException {
    return get(key).toString();
}",invocation_same_class,35,1,1,1,TRUE,getString,1,1,1,org.json.HTTP,public static final java.lang.String CRLF;,[],[],org.json.JSONObject,[],[]
35,../replication_package/raw_data/url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/wala0cfa.csv,249,org/json/JSONObject.valueToString:(Ljava/lang/Object;II)Ljava/lang/String;,org/json/JSONArray.toString:(II)Ljava/lang/String;,"static String valueToString(Object value, int indentFactor, int indent) throws JSONException {
    if (value == null || value.equals(null)) {
        return ""null"";
    }
    try {
        if (value instanceof JSONString) {
            Object o = ((JSONString) value).toJSONString();
            if (o instanceof String) {
                return (String) o;
            }
        }
    } catch (Exception e) {
    }
    if (value instanceof Number) {
        return numberToString((Number) value);
    }
    if (value instanceof Boolean) {
        return value.toString();
    }
    if (value instanceof JSONObject) {
        return ((JSONObject) value).toString(indentFactor, indent);
    }
    if (value instanceof JSONArray) {
        return ((JSONArray) value).toString(indentFactor, indent);
    }
    if (value instanceof Map) {
        return new JSONObject((Map) value).toString(indentFactor, indent);
    }
    if (value instanceof Collection) {
        return new JSONArray((Collection) value).toString(indentFactor, indent);
    }
    if (value.getClass().isArray()) {
        return new JSONArray(value).toString(indentFactor, indent);
    }
    return quote(value.toString());
}","String toString(int indentFactor, int indent) throws JSONException {
    int len = length();
    if (len == 0) {
        return ""[]"";
    }
    int i;
    StringBuffer sb = new StringBuffer(""["");
    if (len == 1) {
        sb.append(JSONObject.valueToString(this.myArrayList.get(0), indentFactor, indent));
    } else {
        int newindent = indent + indentFactor;
        sb.append('\n');
        for (i = 0; i < len; i += 1) {
            if (i > 0) {
                sb.append("",\n"");
            }
            for (int j = 0; j < newindent; j += 1) {
                sb.append(' ');
            }
            sb.append(JSONObject.valueToString(this.myArrayList.get(i), indentFactor, newindent));
        }
        sb.append('\n');
        for (i = 0; i < indent; i += 1) {
            sb.append(' ');
        }
    }
    sb.append(']');
    return sb.toString();
}",invocation_new,153,1,1,0,TRUE,toString,1,1,1,org.json.JSONObject,public static final java.lang.Object NULL;,[],[],org.json.JSONArray,[],[]
35,../replication_package/raw_data/url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/wala0cfa.csv,332,org/json/XML.parse:(Lorg/json/XMLTokener;Lorg/json/JSONObject;Ljava/lang/String;)Z,org/json/XMLTokener.skipPast:(Ljava/lang/String;)Z,"private static boolean parse(XMLTokener x, JSONObject context, String name) throws JSONException {
    char c;
    int i;
    String n;
    JSONObject o = null;
    String s;
    Object t;
    t = x.nextToken();
    if (t == BANG) {
        c = x.next();
        if (c == '-') {
            if (x.next() == '-') {
                x.skipPast(""-->"");
                return false;
            }
            x.back();
        } else if (c == '[') {
            t = x.nextToken();
            if (t.equals(""CDATA"")) {
                if (x.next() == '[') {
                    s = x.nextCDATA();
                    if (s.length() > 0) {
                        context.accumulate(""content"", s);
                    }
                    return false;
                }
            }
            throw x.syntaxError(""Expected 'CDATA['"");
        }
        i = 1;
        do {
            t = x.nextMeta();
            if (t == null) {
                throw x.syntaxError(""Missing '>' after '<!'."");
            } else if (t == LT) {
                i += 1;
            } else if (t == GT) {
                i -= 1;
            }
        } while (i > 0);
        return false;
    } else if (t == QUEST) {
        x.skipPast(""?>"");
        return false;
    } else if (t == SLASH) {
        t = x.nextToken();
        if (name == null) {
            throw x.syntaxError(""Mismatched close tag"" + t);
        }
        if (!t.equals(name)) {
            throw x.syntaxError(""Mismatched "" + name + "" and "" + t);
        }
        if (x.nextToken() != GT) {
            throw x.syntaxError(""Misshaped close tag"");
        }
        return true;
    } else if (t instanceof Character) {
        throw x.syntaxError(""Misshaped tag"");
    } else {
        n = (String) t;
        t = null;
        o = new JSONObject();
        for (; ; ) {
            if (t == null) {
                t = x.nextToken();
            }
            if (t instanceof String) {
                s = (String) t;
                t = x.nextToken();
                if (t == EQ) {
                    t = x.nextToken();
                    if (!(t instanceof String)) {
                        throw x.syntaxError(""Missing value"");
                    }
                    o.accumulate(s, JSONObject.stringToValue((String) t));
                    t = null;
                } else {
                    o.accumulate(s, """");
                }
            } else if (t == SLASH) {
                if (x.nextToken() != GT) {
                    throw x.syntaxError(""Misshaped tag"");
                }
                context.accumulate(n, o);
                return false;
            } else if (t == GT) {
                for (; ; ) {
                    t = x.nextContent();
                    if (t == null) {
                        if (n != null) {
                            throw x.syntaxError(""Unclosed tag "" + n);
                        }
                        return false;
                    } else if (t instanceof String) {
                        s = (String) t;
                        if (s.length() > 0) {
                            o.accumulate(""content"", JSONObject.stringToValue(s));
                        }
                    } else if (t == LT) {
                        if (parse(x, o, n)) {
                            if (o.length() == 0) {
                                context.accumulate(n, """");
                            } else if (o.length() == 1 && o.opt(""content"") != null) {
                                context.accumulate(n, o.opt(""content""));
                            } else {
                                context.accumulate(n, o);
                            }
                            return false;
                        }
                    }
                }
            } else {
                throw x.syntaxError(""Misshaped tag"");
            }
        }
    }
}","public boolean skipPast(String to) throws JSONException {
    boolean b;
    char c;
    int i;
    int j;
    int offset = 0;
    int n = to.length();
    char[] circle = new char[n];
    for (i = 0; i < n; i += 1) {
        c = next();
        if (c == 0) {
            return false;
        }
        circle[i] = c;
    }
    for (; ; ) {
        j = offset;
        b = true;
        for (i = 0; i < n; i += 1) {
            if (circle[j] != to.charAt(i)) {
                b = false;
                break;
            }
            j += 1;
            if (j >= n) {
                j -= n;
            }
        }
        if (b) {
            return true;
        }
        c = next();
        if (c == 0) {
            return false;
        }
        circle[offset] = c;
        offset += 1;
        if (offset >= n) {
            offset -= n;
        }
    }
}",invocation_same_class,40,1,1,0,TRUE,skipPast,1,1,1,org.json.XML,"public static final java.lang.Character AMP;, public static final java.lang.Character APOS;, public static final java.lang.Character BANG;, public static final java.lang.Character EQ;, public static final java.lang.Character GT;, public static final java.lang.Character LT;, public static final java.lang.Character QUEST;, public static final java.lang.Character QUOT;, public static final java.lang.Character SLASH;",[],[],org.json.XMLTokener,[org.json.JSONTokener],[]
35,../replication_package/raw_data/url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/wala0cfa.csv,786,org/json/JSONArray.<init>:(Ljava/lang/Object;Z)V,org/json/JSONObject.isStandardProperty:(Ljava/lang/Class;)Z,"public JSONArray(Object array, boolean includeSuperClass) throws JSONException {
    this();
    if (array.getClass().isArray()) {
        int length = Array.getLength(array);
        for (int i = 0; i < length; i += 1) {
            Object o = Array.get(array, i);
            if (JSONObject.isStandardProperty(o.getClass())) {
                this.myArrayList.add(o);
            } else {
                this.myArrayList.add(new JSONObject(o, includeSuperClass));
            }
        }
    } else {
        throw new JSONException(""JSONArray initial value should be a string or collection or array."");
    }
}","static boolean isStandardProperty(Class clazz) {
    return clazz.isPrimitive() || clazz.isAssignableFrom(Byte.class) || clazz.isAssignableFrom(Short.class) || clazz.isAssignableFrom(Integer.class) || clazz.isAssignableFrom(Long.class) || clazz.isAssignableFrom(Float.class) || clazz.isAssignableFrom(Double.class) || clazz.isAssignableFrom(Character.class) || clazz.isAssignableFrom(String.class) || clazz.isAssignableFrom(Boolean.class);
}",invocation_static,41,1,1,0,TRUE,isStandardProperty,1,1,0,org.json.JSONArray,,[],[],org.json.JSONObject,[],[]
35,../replication_package/raw_data/url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/wala0cfa.csv,797,org/json/JSONObject.getJSONArray:(Ljava/lang/String;)Lorg/json/JSONArray;,org/json/JSONObject.quote:(Ljava/lang/String;)Ljava/lang/String;,"public JSONArray getJSONArray(String key) throws JSONException {
    Object o = get(key);
    if (o instanceof JSONArray) {
        return (JSONArray) o;
    }
    throw new JSONException(""JSONObject["" + quote(key) + ""] is not a JSONArray."");
}","public static String quote(String string) {
    if (string == null || string.length() == 0) {
        return ""\""\"""";
    }
    char b;
    char c = 0;
    int i;
    int len = string.length();
    StringBuffer sb = new StringBuffer(len + 4);
    String t;
    sb.append('""');
    for (i = 0; i < len; i += 1) {
        b = c;
        c = string.charAt(i);
        switch(c) {
            case '\\':
            case '""':
                sb.append('\\');
                sb.append(c);
                break;
            case '/':
                if (b == '<') {
                    sb.append('\\');
                }
                sb.append(c);
                break;
            case '\b':
                sb.append(""\\b"");
                break;
            case '\t':
                sb.append(""\\t"");
                break;
            case '\n':
                sb.append(""\\n"");
                break;
            case '\f':
                sb.append(""\\f"");
                break;
            case '\r':
                sb.append(""\\r"");
                break;
            default:
                if (c < ' ' || (c >= '\u0080' && c < '\u00a0') || (c >= '\u2000' && c < '\u2100')) {
                    t = ""000"" + Integer.toHexString(c);
                    sb.append(""\\u"" + t.substring(t.length() - 4));
                } else {
                    sb.append(c);
                }
        }
    }
    sb.append('""');
    return sb.toString();
}",invocation_this,35,1,1,0,TRUE,quote,1,1,0,org.json.JSONObject,public static final java.lang.Object NULL;,[],[],org.json.JSONObject,[],[]
36,../replication_package/raw_data/url1d5e9d990f_Telsis_jOCP_tgz-pJ8-com_telsis_jocp_sampleApp_BasicOCPAppJ8/wala0cfa.csv,803,com/telsis/jocp/OCPLinkManager.disconnect:()V,com/telsis/jocp/OCPLinkManager$RxThread.shutdownThread:()V,"public final void disconnect() {
    if (linkState == LinkStates.DISCONNECTED) {
        return;
    }
    if (rxThread != null) {
        rxThread.shutdownThread();
        rxThread = null;
    }
    changeLinkState(LinkStates.DISCONNECTED);
}","public void shutdownThread() {
    log.debug(""RxThread: thread shutdown requested"");
    shutdownThread = true;
    if (myThread != null) {
        while (myThread.isAlive()) {
            try {
                myThread.join();
            } catch (InterruptedException e) {
            }
        }
    }
}",invocation_polymorphism,22,1,1,0,TRUE,shutdownThread,1,1,0,com.telsis.jocp.OCPLinkManager,,[com.telsis.jocp.OCPMessageHandler][com.telsis.jocp.OCPLink][com.telsis.jocp.OCPMessageHandler],[],com.telsis.jocp.OCPLinkManager$RxThread,[java.lang.Runnable],[]
36,../replication_package/raw_data/url1d5e9d990f_Telsis_jOCP_tgz-pJ8-com_telsis_jocp_sampleApp_BasicOCPAppJ8/wala0cfa.csv,1210,com/telsis/jocp/OCPLinkManager$TxThread.run:()V,org/apache/log4j/Category.debug:(Ljava/lang/Object;)V,"@Override
public void run() {
    log.debug(""TxThread: thread starting"");
    watchdog.start();
    myThread = Thread.currentThread();
    boolean moreToDo = false;
    lastActivity = System.currentTimeMillis();
    lastHeartbeat = lastActivity;
    try {
        socketSelector = Selector.open();
        channel.register(socketSelector, SelectionKey.OP_WRITE);
        currentState = TxThreadStates.UNINITIALISED;
        while (true) {
            watchdog.pat();
            moreToDo = internalRun();
            if (shutdownThread) {
                break;
            }
            long now = System.currentTimeMillis();
            if (now - lastActivity > inactiveHeartbeatInterval || now - lastHeartbeat > fixedHeartbeatInterval) {
                needHeartbeat = true;
                log.debug(""TxThread: requested heartbeat"");
            }
            if (!moreToDo) {
                socketSelector.select(1 * MILLISECONDS);
                socketSelector.selectedKeys().clear();
            }
        }
    } catch (IOException e) {
        log.error(""TxThread: exception in thread"", e);
    } finally {
        try {
            socketSelector.close();
        } catch (IOException e) {
        }
    }
    watchdog.stop();
    log.debug(""TxThread: thread exiting"");
}","class Category { void debug ( Object a0, ) { return void1; }",invocation_polymorphism,256,1,1,0,TRUE,debug,1,1,0,com.telsis.jocp.OCPLinkManager$TxThread,final com.telsis.jocp.OCPLinkManager this$0;,[java.lang.Runnable],[],org.apache.log4j.Category,,
36,../replication_package/raw_data/url1d5e9d990f_Telsis_jOCP_tgz-pJ8-com_telsis_jocp_sampleApp_BasicOCPAppJ8/wala0cfa.csv,1417,com/telsis/jocp/OCPSystemManager.disconnect:()V,com/telsis/jocp/OCPSystemManager$SystemThread.shutdownThread:()V,"@Override
public final synchronized void disconnect() {
    if (state == SystemState.STOPPED) {
        return;
    }
    sysThread.shutdownThread();
    state = recalcMode();
}","public void shutdownThread() {
    log.debug(""SystemThread: requesting shutdown"");
    synchronized (this) {
        shutdownThread = true;
        this.notify();
    }
    if (myThread != null) {
        while (myThread.isAlive()) {
            try {
                myThread.join();
            } catch (InterruptedException e) {
            }
        }
    }
    myThread = null;
}",invocation_polymorphism,15,1,1,0,TRUE,shutdownThread,1,1,0,com.telsis.jocp.OCPSystemManager,,[com.telsis.jutils.interfaces.ServerEventNotifier][com.telsis.jocp.OCPClient],[],com.telsis.jocp.OCPSystemManager$SystemThread,[java.lang.Runnable],[]
36,../replication_package/raw_data/url1d5e9d990f_Telsis_jOCP_tgz-pJ8-com_telsis_jocp_sampleApp_BasicOCPAppJ8/wala0cfa.csv,5286,com/telsis/jocp/OCPLinkManager$RxThread.handleUnconnected:()Z,com/telsis/jocp/OCPLinkManager.access$400:(Lcom/telsis/jocp/OCPLinkManager;)Ljava/nio/channels/SocketChannel;,"private boolean handleUnconnected() {
    lastActivity = System.currentTimeMillis();
    try {
        channel = SocketChannel.open();
        socket = channel.socket();
        socket.bind(new InetSocketAddress(localAddress, localPort));
        socket.setSoTimeout(timeout);
        channel.configureBlocking(false);
        while (socketSelector == null) {
            try {
                socketSelector = Selector.open();
            } catch (NullPointerException e) {
                log.debug(""RxThread: Java bug 6427854 seen"");
            }
        }
        channel.register(socketSelector, SelectionKey.OP_CONNECT);
        if (channel.connect(new InetSocketAddress(remoteAddress, remotePort))) {
            currentState = RxThreadStates.CONNECTED;
        } else {
            currentState = RxThreadStates.CONNECTING;
        }
        changeLinkState(LinkStates.CONNECTING);
    } catch (IOException e) {
        stats.incrementStat(statPrefix + STAT_CONNECTION_FAIL);
        log.debug(""RxThread: exception caught while trying to "" + ""connect to server"", e);
        currentState = RxThreadStates.RESET;
        return false;
    }
    return true;
}","class OCPLinkManager { SocketChannel access ( OCPLinkManager a0, ) { return SocketChannel1; }",jvm_method_generation,26,1,1,1,FALSE,access$400,0,1,0,com.telsis.jocp.OCPLinkManager$RxThread,final com.telsis.jocp.OCPLinkManager this$0;,[java.lang.Runnable],[],com.telsis.jocp.OCPLinkManager,[com.telsis.jocp.OCPMessageHandler][com.telsis.jocp.OCPLink][com.telsis.jocp.OCPMessageHandler],[]
37,../replication_package/raw_data/url063b9533f6_karlney_tetris_ai_tgz-pJ8-karlney_tetris_cmd_TetrisGameRunnerJ8/wala0cfa.csv,69,karlney/tetris/core/Player.processInput:(Lkarlney/tetris/core/PlayerInput;)V,karlney/tetris/core/PieceO.rotateIfPossible:()Z,"public void processInput(PlayerInput input) {
    switch(input) {
        case ROTATE:
            currentPiece.rotateIfPossible();
            break;
        case DOWN:
            t.interrupt();
            break;
        case LEFT:
            currentPiece.moveSideWays(input);
            break;
        case RIGHT:
            currentPiece.moveSideWays(input);
            break;
        case DROP:
            currentPiece.drop();
            t.interrupt();
            break;
    }
}","@Override
public boolean rotateIfPossible() {
    return false;
}",invocation_polymorphism,48,1,1,0,TRUE,rotateIfPossible,1,1,0,karlney.tetris.core.Player,"protected karlney.tetris.core.Piece currentPiece;, protected karlney.tetris.core.Piece nextPiece;",[java.lang.Runnable],[karlney.tetris.ai.AIPlayer],karlney.tetris.core.PieceO,[karlney.tetris.core.AbstractPiece][karlney.tetris.core.Piece],[]
37,../replication_package/raw_data/url063b9533f6_karlney_tetris_ai_tgz-pJ8-karlney_tetris_cmd_TetrisGameRunnerJ8/wala0cfa.csv,127,karlney/tetris/core/Player.updateDistribution:(Lkarlney/tetris/core/PieceType;)V,karlney/tetris/core/AbstractPiece.toString:()Ljava/lang/String;,"private synchronized void updateDistribution(PieceType type) {
    if (pieceStatistics.containsKey(type)) {
        pieceStatistics.put(type, pieceStatistics.get(type) + 1);
    }
}","public String toString() {
    return getType() + "" {x="" + x + "" y="" + y + "" h="" + rotation + ""} "";
}",tostring_not_found_trans,5,0,1,0,FALSE,toString,0,0,0,karlney.tetris.core.Player,"protected karlney.tetris.core.Piece currentPiece;, protected karlney.tetris.core.Piece nextPiece;",[java.lang.Runnable],[karlney.tetris.ai.AIPlayer],karlney.tetris.core.AbstractPiece,[karlney.tetris.core.Piece],[karlney.tetris.core.PieceISZ][karlney.tetris.core.PieceI][karlney.tetris.core.PieceS][karlney.tetris.core.PieceZ][karlney.tetris.core.PieceJLT][karlney.tetris.core.PieceO]
